,Season,Episode,Time_Stamp,Line,NRC_Sentiment,AFINN_Sentiment,AFINN_Sentiment_Score,BING_Sentiment,prob
25,1,1,00:02:03,very well then,Neutral,Neutral,0,Positive,0.18978114239871502
26,1,1,00:02:04,mark my words when you least expect it your uppance will come,"anger,anticipation,negative,positive,surprise,trust",Neutral,0,Neutral,0.2455375622957945
27,1,1,00:02:10,mom can i turn the heat up,Neutral,Neutral,0,Neutral,0.10178562952205539
28,1,1,00:02:12,dont touch the thermostat meg your father gets upset,"anger,negative,sadness,trust",Negative,-2,Negative,0.1231285510584712
29,1,1,00:02:15,come on this thing goes up to 90,Neutral,Neutral,0,Neutral,0.0984090962447226
30,1,1,00:02:17,who touched the thermostat,negative,Neutral,0,Neutral,0.10045967064797878
31,1,1,00:02:18,god how does he always know,"anticipation,fear,joy,positive,trust",Positive,1,Neutral,0.19216063665226102
32,1,1,00:02:20,brain implant meg every fathers got one,Neutral,Neutral,0,Neutral,0.2011159434914589
33,1,1,00:02:22,tells you when the kids mess with the dial,"disgust,negative",Negative,-2,Negative,0.1688256859779358
34,1,1,00:02:24,my thing went off your thermostat okay,Neutral,Neutral,0,Neutral,0.09694161708466709
35,1,1,00:02:26,yeah its all right,Neutral,Positive,2,Positive,0.22889748215675354
36,1,1,00:02:26,is my kid over here,Neutral,Neutral,0,Neutral,1.1772753670811653
37,1,1,00:02:28,forget it false alarm,"fear,negative,surprise",Negative,-3,Negative,0.08592312806285918
38,1,1,00:02:30,ass ahoy,negative,Negative,-4,Neutral,0.25532892905175686
39,1,1,00:02:32,peter its 700 and youve still got your pants on whats the occasion,Neutral,Neutral,0,Neutral,0.08360481006093323
40,1,1,00:02:35,hes going to a stag party,Neutral,Neutral,0,Neutral,0.10789425577968359
41,1,1,00:02:37,lois i work hard all week to provide for this family,"positive,trust",Negative,-1,Positive,0.07838793681003153
42,1,1,00:02:40,i am the man of the house,Neutral,Neutral,0,Neutral,0.10031978599727154
43,1,1,00:02:41,as the man i order you to give me permission to go to this party,positive,Neutral,0,Neutral,0.13218751410022378
44,1,1,00:02:44,look at least promise me you wont drink alcohol always leads to trouble,"anticipation,joy,positive,trust",Negative,-1,Positive,0.1312572625465691
45,1,1,00:02:48,come on youre worrying about nothing,"anticipation,fear,negative,sadness",Negative,-3,Negative,0.3787454217672348
46,1,1,00:02:50,remember when you got drunk off the communion wine at church,"anticipation,joy,positive,trust",Negative,-2,Negative,0.14046054566279054
47,1,1,00:02:57,and so the lord god smote poor job with festering boils all over his body,"anticipation,disgust,fear,joy,negative,positive,trust",Negative,-1,Negative,2.873934991657734
48,1,1,00:03:00,man i hate it when he tells this story,"anger,disgust,fear,negative,sadness",Negative,-3,Negative,98.49371314048767
49,1,1,00:03:02,yet miraculously job was still able to retain his dignity,"positive,trust",Neutral,0,Positive,0.10004120413213968
50,1,1,00:03:06,is that really the blood of christ,Neutral,Neutral,0,Neutral,0.4709813743829727
51,1,1,00:03:06,yes,Neutral,Positive,1,Neutral,0.13758287532255054
52,1,1,00:03:10,man that guy mustve been wasted,"anger,disgust,negative",Negative,-2,Negative,1.8891902640461922
53,1,1,00:03:14,and then there was that time at the ice cream store,"anticipation,joy,positive,surprise",Neutral,0,Neutral,0.09081097668968141
54,1,1,00:03:17,butter rs my favorite,"joy,positive,trust",Positive,2,Positive,0.1319928909651935
55,1,1,00:03:21,remember you had an irish coffee the day we went to see philadelphia,Neutral,Neutral,0,Neutral,0.07681403076276183
56,1,1,00:03:30,i got it thats the guy from big tom hanks thats it,Neutral,Positive,1,Neutral,0.36947482731193304
57,1,1,00:03:34,funny guy tom hanks everything he says is a stitch,Neutral,Positive,4,Negative,1.2679620645940304
58,1,1,00:03:37,i have aids,Neutral,Neutral,0,Neutral,0.1846429891884327
59,1,1,00:03:40,promise me peter,"joy,positive,trust",Positive,1,Positive,0.211970298551023
60,1,1,00:03:40,lois honey i promise,"joy,positive,trust",Positive,1,Positive,0.09158501634374261
61,1,1,00:03:43,not a drop of alcohol is gonna touch these lips tonight,Neutral,Negative,-1,Neutral,0.08940612315200269
62,1,1,00:03:46,who wants to play drink the beer,"joy,positive",Neutral,0,Neutral,0.15169342514127493
63,1,1,00:03:48,right here,Neutral,Neutral,0,Positive,0.5244933068752289
64,1,1,00:03:49,you win,Neutral,Positive,4,Positive,0.39219814352691174
65,1,1,00:03:49,all right what do i win,Neutral,Positive,4,Positive,0.2249076496809721
66,1,1,00:03:51,another beer,"joy,positive",Neutral,0,Neutral,0.21163334604352713
67,1,1,00:03:52,im going for the high score,"anticipation,joy,positive,surprise",Neutral,0,Neutral,0.11955667287111282
68,1,1,00:03:54,actually charlies got the high score,"anticipation,joy,positive,surprise",Neutral,0,Neutral,0.0858243613038212
69,1,1,00:03:56,man your clock wont flush,"anticipation,positive",Neutral,0,Neutral,0.7932460866868496
70,1,1,00:03:59,i feel kind of bad guys i promised my wife i wouldnt drink,"anger,disgust,fear,joy,negative,positive,sadness,trust",Neutral,0,Negative,0.5370455794036388
71,1,1,00:04:02,dont feel bad peter,"anger,disgust,fear,negative,sadness",Negative,-3,Negative,0.2219869289547205
72,1,1,00:04:02,gee i never thought of it like that,anticipation,Positive,2,Positive,0.11758428299799562
73,1,1,00:04:05,did you bring the porno,negative,Neutral,0,Neutral,96.90806269645691
74,1,1,00:04:06,did i bring the porno youre gonna love it its a classic,"joy,negative,positive",Positive,3,Positive,0.22683041170239449
75,1,1,00:04:13,listen ilsa if i take this thing out and youre not on it youll regret it not today or tomorrow,"anticipation,negative,sadness",Negative,-2,Negative,0.10362520115450025
76,1,1,00:04:16,but soon and for the rest of your life,positive,Neutral,0,Neutral,0.08209992665797472
77,1,1,00:04:18,come on llsa get on it,Neutral,Neutral,0,Neutral,0.13765404000878334
78,1,1,00:04:23,the statue was a gift from france,"anticipation,joy,positive,surprise",Positive,2,Neutral,0.08145804749801755
79,1,1,00:04:25,what is this,Neutral,Neutral,0,Neutral,1.3918450102210045
80,1,1,00:04:26,man my kid mustve taped over this for history class,Neutral,Neutral,0,Neutral,0.1541385892778635
81,1,1,00:04:30,the statue of liberty what are we gonna do,"anticipation,joy,positive,surprise,trust",Neutral,0,Positive,0.09934707777574658
82,1,1,00:04:33,boys were gonna drink till shes hot,anger,Neutral,0,Positive,0.15472708037123084
83,1,1,00:04:33,thats just crazy enough to work,"anger,fear,negative,sadness",Negative,-2,Negative,0.18227112013846636
84,1,1,00:04:43,meg finish your pancakes,Neutral,Neutral,0,Neutral,0.20573351066559553
85,1,1,00:04:45,chris elbows off your father,trust,Neutral,0,Neutral,0.19098558695986867
86,1,1,00:04:48,thanks son a great example for the kids peter,Neutral,Positive,5,Positive,0.1314625609666109
87,1,1,00:04:52,yeah a new family record way to raise the bar dad,Neutral,Positive,1,Neutral,0.08283096249215305
88,1,1,00:04:55,chris youre 13 dont talk like that,positive,Positive,2,Positive,0.2863556379452348
89,1,1,00:05:00,kids daddy only drank so the statue of liberty would take her clothes off,"anticipation,joy,positive,surprise,trust",Neutral,0,Positive,0.1402319991029799
90,1,1,00:05:01,what did you promise me last night,"joy,positive,trust",Positive,1,Positive,0.08281987393274903
91,1,1,00:05:01,i wouldnt drink at the stag party,Neutral,Neutral,0,Neutral,0.08407175773754716
92,1,1,00:05:05,and what did you do,Neutral,Neutral,0,Neutral,0.15103991609066725
93,1,1,00:05:05,drank at the stag,Neutral,Neutral,0,Neutral,0.118608633056283
94,1,1,00:05:08,i almost walked right into that one god,"anticipation,fear,joy,positive,trust",Positive,1,Positive,0.2024628920480609
95,1,1,00:05:11,feels like accountants are cranking adding machines in my head,Neutral,Positive,2,Positive,1.2186071835458279
96,1,1,00:05:18,dick you ever wonder whats outside those walls,Neutral,Negative,-4,Negative,99.45456981658936
97,1,1,00:05:21,thats dangerous thinking paul you best stick to your work,"fear,negative",Positive,3,Negative,0.1430678996257484
98,1,1,00:05:24,okay,Neutral,Neutral,0,Neutral,0.2298915758728981
99,1,1,00:05:26,you see a hangover is natures way of telling you i was right i mean,Neutral,Neutral,0,Positive,0.7814417593181133
100,1,1,00:05:30,mom are you all right,Neutral,Neutral,0,Positive,0.1894915010780096
101,1,1,00:05:32,my goodness this chair leg was loose isnt that silly,"anticipation,joy,negative,positive,surprise,trust",Negative,-1,Positive,0.4374978132545948
102,1,1,00:05:36,i couldve broken my neck,"anger,fear,negative,sadness",Negative,-1,Negative,0.16022924100980163
103,1,1,00:05:38,damn,"anger,disgust,negative",Negative,-1,Negative,99.7163474559784
104,1,1,00:05:43,honey i took a cab home i slept on the table so i wouldnt wake you up nothing bad happened,"anger,disgust,fear,negative,positive,sadness",Negative,-3,Negative,0.08633650722913444
105,1,1,00:05:46,i guess youre right,surprise,Neutral,0,Positive,0.20227644126862288
106,1,1,00:05:48,apology accepted all right im going to work,positive,Neutral,0,Positive,0.08792370790615678
107,1,1,00:05:51,somebodys gotta put food on this table,"joy,positive,trust",Neutral,0,Neutral,0.3768931841477752
108,1,1,00:05:56,how are you coming johnson,anticipation,Neutral,0,Neutral,0.17595791723579168
109,1,1,00:05:57,mr weed ive been working on the new gi jew line,positive,Neutral,0,Negative,0.08295410079881549
110,1,1,00:06:00,and as you can see they look great,Neutral,Positive,3,Positive,0.12803948484361172
111,1,1,00:06:02,you call these bagels,Neutral,Neutral,0,Neutral,0.29630439821630716
112,1,1,00:06:03,im glad hes on our side,"anticipation,joy,positive",Positive,3,Positive,0.27693072333931923
113,1,1,00:06:08,peter what,Neutral,Neutral,0,Neutral,0.5574495997279882
114,1,1,00:06:09,are you sleeping on the job,positive,Neutral,0,Neutral,0.1434669829905033
115,1,1,00:06:10,no theres a bug in my eye and im trying to suffocate him,"disgust,fear,negative",Negative,-1,Negative,97.48635292053223
116,1,1,00:06:14,peter i like you but i need you to be more than just eye candy around here,Neutral,Positive,2,Positive,0.14624461764469743
117,1,1,00:06:18,its your job to watch for toys that could be hazardous to kids,"anticipation,fear,negative,positive",Neutral,0,Negative,0.08398551726713777
118,1,1,00:06:21,now look sharp,Neutral,Neutral,0,Positive,0.10995230404660106
119,1,1,00:06:21,yes sir,"positive,trust",Positive,5,Neutral,0.17049050657078624
120,1,1,00:06:35,and now back to action news 5 our top story tonight when toys attack,"anger,anticipation,fear,negative,positive,trust",Positive,1,Positive,0.09626509272493422
121,1,1,00:06:40,quite a situation weve got here tom,Neutral,Neutral,0,Neutral,0.08901231922209263
122,1,1,00:06:41,quite a situation weve got here tom indeed diane,Neutral,Neutral,0,Neutral,0.0846361625008285
123,1,1,00:06:47,the happygolucky toy company of quahog rhode island has released highly unsafe products into the retail market,"fear,negative",Positive,6,Positive,0.09955292334780097
124,1,1,00:06:50,come on timmy throw the silly ball,"joy,negative",Negative,-1,Negative,0.24488437920808792
125,1,1,00:06:54,boy a pound poochie,"anger,negative",Neutral,0,Neutral,1.8342984840273857
126,1,1,00:06:58,come on baby heimlich spit it out,"disgust,joy,positive",Neutral,0,Neutral,0.18386268056929111
127,1,1,00:07:03,peter im appalled,Neutral,Negative,-2,Negative,0.44184685684740543
128,1,1,00:07:04,your negligence has damaged this companys reputation,negative,Neutral,0,Negative,0.1616089721210301
129,1,1,00:07:07,youre fired,Neutral,Negative,-6,Neutral,95.37560939788818
130,1,1,00:07:08,jeez for how long,anticipation,Neutral,0,Neutral,0.22241421975195408
131,1,1,00:07:12,my god you got fired,"anticipation,fear,joy,positive,trust",Negative,-1,Neutral,17.379240691661835
132,1,1,00:07:13,way to go dad fight the machine,"anger,fear,negative,trust",Negative,-1,Neutral,1.0675079189240932
133,1,1,00:07:13,how do you know about the machine,trust,Neutral,0,Neutral,0.18432593205943704
134,1,1,00:07:17,dont worry ill still put food on this table,"anger,anticipation,disgust,fear,joy,negative,positive,sadness,trust",Negative,-3,Negative,0.11258271988481283
135,1,1,00:07:20,just not as much so it might get a little competitive,Neutral,Positive,2,Positive,0.09288520086556673
136,1,1,00:07:23,who cares about food now well never be able to afford my lip injections,"joy,positive,trust",Positive,2,Positive,0.10031998390331864
137,1,1,00:07:27,can we put her out in the yard for a while,Neutral,Neutral,0,Neutral,0.08593356469646096
138,1,1,00:07:30,okay whos hungry,"anticipation,negative",Neutral,0,Neutral,0.6277158856391907
139,1,1,00:07:32,jeez how the hell am i gonna break this to lois,"anger,disgust,fear,negative,sadness,surprise",Negative,-4,Negative,95.83820700645447
140,1,1,00:07:35,if she finds out i got fired for drinking shes gonna blame me,"anger,disgust,negative",Negative,-4,Negative,0.8850006386637688
141,1,1,00:07:38,lie to her its okay to lie to women theyre not people like us,"anger,disgust,negative,sadness",Positive,2,Negative,0.25142289232462645
142,1,1,00:07:42,i dont know hey wheres the other guy,Neutral,Neutral,0,Neutral,0.35900205839425325
143,1,1,00:07:46,come on you bastard im late for work,"disgust,negative,sadness",Negative,-5,Negative,99.6441900730133
144,1,1,00:07:48,this is perfect,"anticipation,joy,positive,trust",Positive,3,Positive,0.14104344882071018
145,1,1,00:07:50,look i dont want your mom to worry all right,"anticipation,fear,negative,sadness",Negative,-2,Negative,0.34769761841744184
146,1,1,00:07:55,when she worries she says i told you so and stop doing that im asleep so im just gonna tell a little lie okay,"anger,disgust,negative,sadness",Negative,-1,Negative,0.1122225308790803
147,1,1,00:07:59,not a word to your mom about me getting canned,"positive,trust",Neutral,0,Neutral,0.11197234271094203
148,1,1,00:08:01,whats that peter,Neutral,Neutral,0,Neutral,1.7944961786270142
149,1,1,00:08:03,nothing the lostmyjob smells great,Neutral,Neutral,0,Negative,0.19113518064841628
150,1,1,00:08:03,what,Neutral,Neutral,0,Neutral,0.8099524304270744
151,1,1,00:08:06,meg honey can you pass the firedmyassfornegligence,positive,Negative,-6,Negative,0.20916794892400503
152,1,1,00:08:09,peter are you feeling okay,"anger,anticipation,disgust,fear,joy,negative,positive,sadness,surprise,trust",Positive,1,Neutral,0.09994811844080687
153,1,1,00:08:11,i feel great i havent got a job in the world,positive,Positive,3,Positive,0.08797000627964735
154,1,1,00:08:14,all right then lets eat,positive,Neutral,0,Positive,0.10864627547562122
155,1,1,00:08:15,i know you all hate eggplant but,"anger,disgust,fear,negative,sadness",Negative,-3,Negative,98.0067789554596
156,1,1,00:08:19,what on earth was that,Neutral,Neutral,0,Neutral,3.296489641070366
157,1,1,00:08:27,what the deuce are you staring at its tuna fish and nothing else,negative,Neutral,0,Neutral,1.0808192193508148
158,1,1,00:08:32,hows your job search going,positive,Neutral,0,Neutral,0.08132061921060085
159,1,1,00:08:34,it sucks brian ive already been through two jobs this week,Neutral,Negative,-3,Negative,0.8317288011312485
160,1,1,00:08:37,i got fired off of that commercial,Neutral,Negative,-2,Neutral,0.08400416118092835
161,1,1,00:08:39,try it again im caca for cocoa puffs,Neutral,Neutral,0,Neutral,0.10019515175372362
162,1,1,00:08:41,no damn it take 26,"anger,disgust,negative",Negative,-5,Negative,99.47081804275513
163,1,1,00:08:44,then i had that job as the sneeze guard for that restaurants salad bar,"disgust,fear,negative,positive,surprise,trust",Neutral,0,Neutral,0.08881230023689568
164,1,1,00:08:50,take it outside lady,Neutral,Neutral,0,Neutral,0.24405873846262693
165,1,1,00:08:51,i thought i could win money in that talent show,"anger,anticipation,joy,positive,surprise,trust",Positive,4,Positive,0.15841026324778795
166,1,1,00:08:54,and the prize goes to the von trapp family singers,Neutral,Neutral,0,Positive,0.09012200171127915
167,1,1,00:08:57,that is bull,Neutral,Neutral,0,Neutral,4.962645471096039
168,1,1,00:09:03,peter i know its a dangerous precedent but you might want to tell lois the truth,"fear,negative,positive,trust",Positive,1,Negative,0.09116008295677602
169,1,1,00:09:05,what that i cant provide for my family that shes always right,"positive,trust",Neutral,0,Positive,0.08621501037850976
170,1,1,00:09:09,that i didnt stand up to a tank in tiananmen square,Neutral,Neutral,0,Negative,0.4977097734808922
171,1,1,00:09:16,screw this i just came over to buy some fireworks,Neutral,Neutral,0,Neutral,0.09643174125812948
172,1,1,00:09:19,you cant keep lying to her about losing your job,"anger,disgust,negative,positive,sadness",Negative,-3,Negative,0.10062246583402157
173,1,1,00:09:21,eventually shell find out where youre going every day,"anger,fear,negative,sadness,surprise",Neutral,0,Neutral,0.09703689138405025
174,1,1,00:09:24,yeah,Neutral,Positive,1,Neutral,0.30372836627066135
175,1,1,00:09:28,yeah youre right okay ill tell her tonight,"anger,disgust,fear,negative,sadness",Positive,1,Positive,0.0931387534365058
176,1,1,00:09:48,victory is mine,"anticipation,joy,positive,trust",Neutral,0,Positive,0.1307382364757359
177,1,1,00:09:50,ill need the checkbook in the morning,"anger,disgust,fear,negative,sadness",Neutral,0,Neutral,0.07792101241648197
178,1,1,00:09:52,im going to stop n shop for some sweet corn,"anticipation,joy,positive,surprise,trust",Positive,1,Positive,0.08507975144311786
179,1,1,00:09:54,youre spending money on food again,"anger,anticipation,joy,positive,surprise,trust",Neutral,0,Neutral,0.10240742703899741
180,1,1,00:09:55,lois we just had dinner,positive,Neutral,0,Neutral,0.083251012256369
181,1,1,00:09:57,i enjoyed it so much i thought wed eat again tomorrow,"anticipation,positive",Neutral,0,Positive,0.07710481295362115
182,1,1,00:10:01,since when are you so concerned about our food budget,"fear,joy,positive,sadness,trust",Neutral,0,Negative,0.11354446178302169
183,1,1,00:10:04,i just,Neutral,Neutral,0,Neutral,0.5880277138203382
184,1,1,00:10:05,lois this is really hard for me to say but,Neutral,Negative,-1,Negative,0.0872387841809541
185,1,1,00:10:09,what is it peter,Neutral,Neutral,0,Neutral,0.784711167216301
186,1,1,00:10:12,youre getting kind of fat,"disgust,joy,negative,positive,sadness,trust",Positive,2,Negative,1.398561056703329
187,1,1,00:10:12,what,Neutral,Neutral,0,Neutral,0.8099524304270744
188,1,1,00:10:14,its just its not healthy,positive,Positive,2,Positive,0.12746138963848352
189,1,1,00:10:16,peter i do my jane fonda workout tape three times a week,Neutral,Neutral,0,Neutral,0.08621262386441231
190,1,1,00:10:20,when was the last time you saw your toes,anticipation,Neutral,0,Neutral,0.08453303598798811
191,1,1,00:10:22,i thought you people were supposed to be jolly,anticipation,Positive,2,Positive,0.27720131911337376
192,1,1,00:10:24,peter what the hell is the matter with you,"anger,disgust,fear,negative,sadness",Negative,-3,Negative,98.1008529663086
193,1,1,00:10:27,honey if theres something wrong you can tell me,"negative,positive",Negative,-2,Negative,0.08875710773281753
194,1,1,00:10:30,sorry man am i late what did i miss,"negative,sadness",Negative,-3,Negative,0.09903861209750175
195,1,1,00:10:30,thank god youre here what do i do,"anticipation,fear,joy,positive,trust",Positive,3,Positive,0.14892995823174715
196,1,1,00:10:34,tell him to keep quiet hes in too deep,"positive,sadness",Neutral,0,Positive,0.3948683850467205
197,1,1,00:10:36,i dont know,Neutral,Neutral,0,Neutral,0.25846115313470364
198,1,1,00:10:38,wheres the other guy,Neutral,Neutral,0,Neutral,0.8455472998321056
199,1,1,00:10:41,this is unbelievable,negative,Negative,-2,Negative,0.15152308624237776
200,1,1,00:10:43,i promise you everythings fine you got nothing to worry about,"anticipation,fear,joy,negative,positive,sadness,trust",Neutral,0,Positive,0.12502092868089676
201,1,1,00:10:47,well well mother we meet again,"anticipation,joy,negative,positive,sadness,trust",Neutral,0,Positive,0.09181822533719242
202,1,1,00:10:50,stewie i thought i tucked you in an hour ago,anticipation,Neutral,0,Neutral,0.07504902896471322
203,1,1,00:10:56,not tightly enough it would seem and now you contemptible harpy i shall end your reign of matriarchal tyranny,"anger,disgust,fear,negative,sadness",Neutral,0,Positive,98.7959623336792
204,1,1,00:10:58,you can play tomorrow honey,"anticipation,positive",Neutral,0,Neutral,0.08062283741310239
205,1,1,00:11:00,right now its bedtime,Neutral,Neutral,0,Positive,0.08679177262820303
206,1,1,00:11:02,blast you and your estrogenical treachery,"anger,fear,negative,sadness,surprise",Neutral,0,Negative,98.80631566047668
207,1,1,00:11:05,sweet dreams kiddo,"anticipation,joy,positive,surprise,trust",Positive,3,Positive,0.08547758916392922
208,1,1,00:11:06,you have the power to end this,Neutral,Neutral,0,Neutral,0.13338698772713542
209,1,1,00:11:11,howd she take it,Neutral,Neutral,0,Neutral,0.2545487368479371
210,1,1,00:11:12,i told her she was fat,"disgust,negative,sadness",Neutral,0,Negative,97.76856899261475
211,1,1,00:11:14,no,Neutral,Negative,-1,Neutral,0.4033636301755905
212,1,1,00:11:16,i hate lying to lois its just,"anger,disgust,fear,negative,sadness",Negative,-3,Negative,99.28638935089111
213,1,1,00:11:18,its the best way to keep her from the truth,"positive,trust",Positive,3,Positive,0.13381316093727946
214,1,1,00:11:20,you have no choice your unemployment will dry up soon,positive,Negative,-3,Neutral,0.10549225844442844
215,1,1,00:11:23,shell probably sense somethings amiss when they repossess your house,"anger,fear,negative,positive,sadness,surprise",Neutral,0,Negative,0.08517749374732375
216,1,1,00:11:26,you really oughta think of your familys welfare,Neutral,Neutral,0,Neutral,0.11515921214595437
217,1,1,00:11:29,jeez brian thats a great idea,Neutral,Positive,3,Positive,0.11825856054201722
218,1,1,00:11:32,okay do you have any disabilities past injuries physical anomalies,Neutral,Neutral,0,Neutral,0.08240751922130585
219,1,1,00:11:37,i didnt have gas for the first time until i was 30,anticipation,Neutral,0,Neutral,0.0799109460785985
220,1,1,00:11:45,what the hell was that,"anger,disgust,fear,negative,sadness",Negative,-1,Negative,99.28457140922546
221,1,1,00:11:48,guys our money problems are over were officially on welfare,"anger,anticipation,joy,positive,surprise,trust",Negative,-2,Negative,0.13684506993740797
222,1,1,00:11:51,come on help me scatter car parts on the front lawn,Neutral,Positive,2,Neutral,0.08783741504885256
223,1,1,00:11:54,how much are we getting,Neutral,Neutral,0,Neutral,0.2510617719963193
224,1,1,00:11:55,lets see 150 a week,Neutral,Neutral,0,Neutral,0.09196855244226754
225,1,1,00:11:58,wait thats a comma not a decimal,"anticipation,negative",Neutral,0,Neutral,0.10479834163561463
226,1,1,00:12:02,whoops,Neutral,Neutral,0,Neutral,0.1675427774898708
227,1,1,00:12:03,no i havent seen peter all afternoon,Neutral,Negative,-1,Neutral,0.07474952726624906
228,1,1,00:12:06,i was giving a piano lesson,"anticipation,positive,trust",Neutral,0,Neutral,0.08422209066338837
229,1,1,00:12:08,stewie why dont you play in the other room,Neutral,Neutral,0,Neutral,0.08927116869017482
230,1,1,00:12:10,why dont you burn in hell,"anger,disgust,fear,negative,sadness",Negative,-4,Negative,99.50858950614929
231,1,1,00:12:12,no dessert for you young man,Neutral,Negative,-1,Neutral,0.12697732308879495
232,1,1,00:12:17,who wouldve thought getting drunk would get me 150000 a week from the government,"anticipation,fear,negative",Negative,-2,Negative,6.302376091480255
233,1,1,00:12:20,this is why i dont vote,"anger,anticipation,joy,negative,positive,sadness,surprise,trust",Neutral,0,Neutral,0.2706225495785475
234,1,1,00:12:22,maybe somebody down there was drinking too,negative,Neutral,0,Neutral,0.08999012061394751
235,1,1,00:12:28,mr president why do you think the public supports you during these impeachment proceedings,"anticipation,negative,positive,trust",Positive,2,Positive,0.13555095065385103
236,1,1,00:12:29,probably because youre so fat,"disgust,negative,sadness",Neutral,0,Negative,2.6812683790922165
237,1,1,00:12:33,peter you might want to call the welfare commission,trust,Positive,1,Neutral,0.09262635139748454
238,1,1,00:12:35,that check is obviously an oversight,negative,Neutral,0,Negative,0.08652065298520029
239,1,1,00:12:37,not necessarily maybe im like their one millionth customer,positive,Positive,2,Positive,0.1399517059326172
240,1,1,00:12:40,what youre gonna spend 150000 a week,Neutral,Neutral,0,Neutral,0.37121486384421587
241,1,1,00:12:42,yeah,Neutral,Positive,1,Neutral,0.30372836627066135
242,1,1,00:12:42,on what,Neutral,Neutral,0,Neutral,0.5204923916608095
243,1,1,00:12:45,oh my god peter you bought the statue of david,"anticipation,fear,joy,positive,trust",Positive,1,Neutral,0.1372546423226595
244,1,1,00:12:50,no i just rented it but theyre gonna be ticked,Neutral,Negative,-1,Neutral,1.371895708143711
245,1,1,00:12:52,the penis broke off while i was loading it into the car,"fear,negative,sadness",Negative,-1,Negative,99.18400049209595
246,1,1,00:12:58,i shall call you eduardo,Neutral,Neutral,0,Neutral,0.11516188969835639
247,1,1,00:13:00,peter how can we afford this,positive,Neutral,0,Positive,0.10264639277011156
248,1,1,00:13:02,you wont believe it mom dads getting,anticipation,Neutral,0,Neutral,1.376256998628378
249,1,1,00:13:04,a big raise,Neutral,Positive,1,Neutral,0.09783953428268433
250,1,1,00:13:05,peter thats wonderful,"joy,positive,surprise,trust",Positive,4,Positive,0.12524316553026438
251,1,1,00:13:07,but dad i thought,anticipation,Neutral,0,Neutral,0.2206736709922552
