,Season,Episode,Character,Line,prob
93,10,1,Det. Jarvis,young man will you please pay attention this is very important stuff ohhh ohhhhhh,0.09608796681277454
94,10,1,Chef,hello there children,0.1170826144516468
95,10,1,Kyle,chef the police are asking questions about you,0.13025128282606602
96,10,1,Chef,oh really well lets all go home and make love,0.14375459868460894
97,10,1,Stan,no chef we dont wanna make love to you,1.321134064346552
98,10,1,Chef,kenny how would you like to sodomize my black ass,99.7367799282074
99,10,1,Kyle,chef chef you need to get out of here before you get arrested all right,0.24498947896063328
100,10,1,Chef,i specializes in your asshole kyle ,99.73576664924622
101,10,1,Cartman,man i cant believe all this time chef just wanted us for sex,98.26387166976929
102,10,1,Kyle,he didnt want us for sex fatass something is making him say those things,98.94281029701233
103,10,1,Kenny,like what,0.6025372538715601
104,10,1,Kyle,something must have happened to chef while he was gone maybe he hit his head or or got stuck in some quant time vortex,0.08774925372563303
105,10,1,Stan,well look he spent the last three months with that adventurers club maybe they know what happened to him,0.0814718659967184
106,10,1,Kenny,yeah i think,0.19398217555135489
107,10,1,Cartman,yeah,0.30372836627066135
108,10,1,Kyle,all right come on guys,0.1393281389027834
109,10,1,Cartman,hey you guys you know what they call a jewish womans boobs jewbs ,99.64355230331421
110,10,1,Butler,may i help you,0.11584626045078039
111,10,1,Kyle,ahh hi can we speak to the head guy or something,0.07864210056141019
112,10,1,Butler,right this way ,0.2711518434807658
113,10,1,Head Adventurer,now the upper rim of kilimanjaro should be quite a trek and so well need to have a,0.09257146157324314
114,10,1,Butler,excuse me sir these boys wanted to speak with you,0.12653538724407554
115,10,1,Head Adventurer,ahh yes splendid good afternoon lads im head adventurer william p connolly esquire welcome to the super adventure club,0.08674199925735593
116,10,1,Club Members,tally ho,0.5502388812601566
117,10,1,Mr. Connolly,indeed,0.2218059729784727
118,10,1,Kyle, hi our friend joined your club a while back and now he wants to molest kids ,97.02746272087097
119,10,1,Mr. Connolly,what well well yes of course thats what the super adventure club does,0.08766196551732719
120,10,1,Cartman,h,0.3026519902050495
121,10,1,Marksman,we travel the world and have sex with children,98.71282577514648
122,10,1,Marine,yes what else would we do,0.10045320959761739
123,10,1,Kyle,well we thought you went exploring and like hunting and stuff,0.08414965122938156
124,10,1,Mr. Connolly,noo no thats the adventure club were the super adventure club  next week well be heading to the outer banks of the amazon where we will make camp and have sex with children of the ugani tribe then its off to the mighty himalayas where we will climb k2 and molest several tibetan children on the east smit,97.64625430107117
125,10,1,Kyle,dude,99.71900582313538
126,10,1,Mr. Connolly,i know but it gets even better from there we will kayak to the fruitful banks of the mele river in africa where the secret and mysterious hanimi people have children who have never seen a white mans erect penis of course were always looking for kids to have sex with on the plane rides over to these places so how would you all like to join the super adventure club,98.27207922935486
127,10,1,Stan,no,0.4033636301755905
128,10,1,Mr. Connolly,no oh really perhaps i should ask you again  how would you like to join the super adventure club ,0.08020858513191342
129,10,1,Stan,no ,0.35360525362193584
130,10,1,Kyle,dude what are you doing,97.28102684020996
131,10,1,Mr. Connolly,oh well it doesnt work on everybody  well so long then,0.16503408551216125
132,10,1,Kyle,just what the hell is that thing,98.77639412879944
133,10,1,Mr. Connolly,what what thing i dont see anything,0.38387803360819817
134,10,1,Kyle,ha i knew it,0.25852432008832693
135,10,1,Stan,knew what,0.1643760595470667
136,10,1,Kyle,the reason chef has been saying those terrible things about us is because hes been brainwashed by this fruity little club,6.203975528478622
137,10,1,Cartman,oh son of a bitch,99.73733425140381
138,10,1,Chef,come on children lets all go home and make love,0.17842844827100635
139,10,1,Stan,you need to see a psychiatrist chef its for your own good,0.3970485180616379
140,10,1,Chef,i just like to make love up your butt,99.36249256134033
141,10,1,Woman,oh my god,0.6046751514077187
142,10,1,Nurse,mr chef is it,0.11465674033388495
143,10,1,Kyle,all right come on ,0.14079856919124722
144,10,1,Dr. Neeland,hello im dr neeland what can i do for you today,0.07995557971298695
145,10,1,Kyle,hi  our friend has been brainwashed by some fruity little club,92.05183982849121
146,10,1,Dr. Neeland,brainwashed,99.33633804321289
147,10,1,Stan,yeah he joined the super adventure club and they convinced him having sex with children was okay with a little thing that goes whrrrrrr,97.36225008964539
148,10,1,Dr. Neeland,i thought that club was for hiking and kayaking,0.08099894039332867
149,10,1,Stan,no thats the adventure club the super adventure club has sex with children,98.5211730003357
150,10,1,Dr. Neeland,oh oh thats right yeah,0.2026114147156477
151,10,1,Chef,doctor do you have children,0.2239373978227377
152,10,1,Dr. Neeland,why yes i have two young boys,0.14210267690941691
153,10,1,Chef,have you all been sodomizing your children too,98.96366000175476
154,10,1,Dr. Neeland,you say hes never been like this before,0.10283744195476174
155,10,1,Cartman,no chef has always been supercool,0.11321575148031116
156,10,1,Chef,im gonna make love to the children,0.29517244547605515
157,10,1,Dr. Neeland,hes pretty brainwashed all right worst case ive ever seen,93.08887124061584
158,10,1,Cartman,so what can we do,0.09454843238927424
159,10,1,Dr. Neeland,im afraid theres no simple answer when somebodys brainwashed it can take months even years to reverse the process,1.5777584165334702
160,10,1,Kyle,but we dont have years if chef keeps this up hes gonna go to jail forever,0.6119198631495237
161,10,1,Dr. Neeland,tell me what was chefs favorite thing to do before it was having sex with children,97.48148322105408
162,10,1,Stan,having sex with women,99.19986128807068
163,10,1,Dr. Neeland,then thats it wed better get your friend to the peppermint hippo right away,0.1576929702423513
164,10,1,DJ,all right guys be sure to tip the waitresses this is two for one put your hands together this is monique,0.14505574945360422
165,10,1,Chef,aw come on children lets go home,0.09617955656722188
166,10,1,Stan,this isnt working,0.27282668743282557
167,10,1,Dr. Neeland,well lets give it some more time kids ,0.07627492304891348
168,10,1,Stripper,would you like to daaance,0.13584099942818284
169,10,1,Kyle,no thanks were trying to unbrainwash our friend,6.122215837240219
170,10,1,Stripper,daaance anybody wanna daaance,0.27616771403700113
171,10,1,Cartman,come on bitch dance,99.73465204238892
172,10,1,Blonde,up yours fatty,96.42117023468018
173,10,1,Cartman,bitch ill twist your nuts off,99.7347354888916
174,10,1,DJ,all right guys help me feel it out to them we got a featured dancer coming out next put your hands together for spontaneous bootay ,0.08842827519401908
175,10,1,Stan,come on guys we might as well go ,0.10159309022128582
176,10,1,Chef,goddamn,99.72374439239502
177,10,1,Stan,chef were leaving,0.08486599544994533
178,10,1,Dr. Neeland,nono wait let him go ,0.11947471648454666
179,10,1,Spontaneous Bootay,come here chubby ,0.1780995400622487
180,10,1,Chef,wait a minute,0.30553594697266817
181,10,1,Stan,hes remembering,0.17011306481435895
182,10,1,Chef,children what have i done,0.1778133329935372
183,10,1,Cartman,its okay chef go on remember,0.08636654820293188
184,10,1,Chef,im goinna im gonna,0.4409684333950281
185,10,1,Kyle,come on chef you can do it,0.10896510211750865
186,10,1,Chef,im gonna make love to you woman gonna lay you down by the fire,0.47131115570664406
187,10,1,The Boys,yay,0.17894948832690716
188,10,1,Kenny,chef,0.23881795350462198
189,10,1,Chef,hey children everybody im back  ow,0.0940209545660764
190,10,1,Mr. Connolly,great shot william hit him with another ,0.10619770037010312
191,10,1,Chef,oh ,0.18347767181694508
192,10,1,The Boys,chef,0.23881795350462198
193,10,1,Mr. Connolly,tally ho lads i must say youre starting to become quite a thorn in my balls,96.84303998947144
194,10,1,Stan,wheres chef what have you done with him,0.15095894923433661
195,10,1,Mr. Connolly,hes safe  hes fasting in the deprivation room and being read the super adventure club manual weve got to undo the damage youve done,0.10452086571604013
196,10,1,Cartman,look if you wanna go around the world molesting kids thats totally fine but why do you need chef,97.86519408226013
197,10,1,Mr. Connolly,we dont need him he needs us our club offers hope do you think we go around the world molesting children just because it feels really really really really good no our club has a message and a secret that explains the mysteries of life,3.398832306265831
198,10,1,Stan,oh jesus here we go,0.28005458880215883
199,10,1,Mr. Connolly,very well im now going to tell you the secret of the super adventure club,0.09868358029052615
200,10,1,Stan,we dont wanna hear it,0.15747906873002648
201,10,1,Mr. Connolly,you see the super adventure club was founded by the greatest explorer of all time william p phinehas  phinehas climbed the highest peaks tamed the mightiest rivers  but every time he got somewhere he realized that other explorers had beat him to it  phinehas was depressed until he realized that if he couldnt be the first to discover places he could be the first to have sex with the native children that inhabited those areas  phinehas quickly went down in history books as the first man to have sex with the aborigine children at uluru and the first explorer to bugger all the underage mountainfolk of nepal  but now the most wonderful part you see after having sex with all those children phinehas realized that molesting all those kids had made him immortal,96.85665965080261
202,10,1,Stan,immortal,0.14725771034136415
203,10,1,Mr. Connolly,he discovered that children have things called marlocks in their bodies  and when an adult has sex with a child the marlocks implode feeding the adult receptive cavity with energy that causes immortality so saith the ruler of bethos  phinehas traveled the world loving many many children and he lived for eternity until he was hit by a train in 1892 ,0.8583099581301212
204,10,1,Kyle,do you realize how retarded that sounds,97.72253632545471
205,10,1,Mr. Connolly,is it any more retarded than the idea of god sending his son to die for our sins is it any more retarded than buddha sitting beneath a tree for twenty years,96.1420476436615
206,10,1,Stan,yeah its way way more retarded,98.48484396934509
207,10,1,Mr. Connolly,well now that you know our club secrets it appears you  leave us no choice im afraid were going to have to ask you to leave ,0.21877579856663942
208,10,1,Stan,were not leaving without chef,0.07969535072334111
209,10,1,Mr. Connolly,if you choose not to leave then im afraid were just going to have to  call security and make you leave  youll be let out by security and it will be superembarrassing and everyone here will see  okay you know how like when you want people to leave but they wont leave its really frustrating,0.22601806558668613
210,10,1,Kyle,were not going anywhere without chef,0.079363799886778
211,10,1,Mr. Connolly,cool people leave before theyve overstayed their welcome  you petulant fools you just had to push it didnt you you dont realize who youre dealing with here security  take these boys to the door,98.40754866600037
212,10,1,Guard 1,all right come on kids,0.1342404051683843
213,10,1,Kyle,no hey,0.17208108911290765
214,10,1,Mr. Connolly,haha look theyre being led out by security haha,0.09767314186319709
215,10,1,Stan,no you dont understand theyve got our friend in the deprivation room,0.13003535568714142
216,10,1,Guard 2,this is their house and they dont want you here ,8.674128353595734
217,10,1,Kyle,sorry dude but this fruity little club isnt taking our friend,0.1562645542435348
218,10,1,William,and sex with eskimo children requires some special skills ,2.972853183746338
219,10,1,Kyle,chef come on,0.13274159282445908
220,10,1,Chef,children,1.1752760969102383
221,10,1,William,get out of here,1.2764822691679
222,10,1,Cartman,kenny spin blossom nut squash,0.16645874129608274
223,10,1,Kenny,yeeeeehah ,0.3601242322474718
224,10,1,Stan,come on chef,0.09019089629873633
225,10,1,Chef,i cant break these locks ,0.20904873963445425
226,10,1,Kyle,here ,0.7009840104728937
227,10,1,Cartman,run chef,0.15724621480330825
228,10,1,Mr. Connolly,what the impossible i made them leave,0.19901329651474953
229,10,1,Kyle,get outside ,0.09554441785439849
230,10,1,Mr. Connolly,stop them ,2.6816291734576225
231,10,1,Chef,children run ,0.16424435889348388
232,10,1,Mr. Connolly,stop ,0.29356773011386395
233,10,1,Stan,we made it,0.16558637144044042
234,10,1,Mr. Connolly,dont you remember why you left south park in the first place ,0.08835154585540295
235,10,1,Stan,chef come on,0.13274159282445908
236,10,1,Mr. Connolly,you sought adventure and why do people seek adventure because their lives have become dull and empty,0.08632498793303967
237,10,1,Kyle,yeah he wanted adventure not a bunch of ridiculous bullcrap right chef  chef,98.58431220054626
238,10,1,Mr. Connolly,dont forget all your training chef stay with us and your life will be grand and eternal,0.07857210002839565
239,10,1,Stan,chef we love you,0.10914764134213328
240,10,1,Chef,im sorry children ,0.24572848342359066
241,10,1,Kyle,no chef theyve filled your head with lies cant you see that,0.5101764108985662
242,10,1,Chef,get the hell out of here children,98.69123697280884
243,10,1,Mr. Connolly,yesss looks like our fruity little club is safe after all  no ,0.14815812464803457
244,10,1,The Boys,chef ,0.19129072315990925
245,10,1,Chef,ack  ow oh ah oh dammit  ah awww ,98.76153469085693
246,10,1,Stan,no ,0.35360525362193584
247,10,1,Cartman,a mountain lion ,1.5601132065057755
248,10,1,Mr. Connolly,we cant lose another member shoot it ,0.11421632952988148
249,10,1,Chef,ah,0.30949634965509176
250,10,1,Marksman,all right this ,0.23830318823456764
251,10,1,Kyle,chef ,0.19129072315990925
252,10,1,Cartman,a grizzly bear,1.755358837544918
253,10,1,Stan,oh my god they killed chef,9.159433096647263
254,10,1,Kyle,you bastards you bastards,99.7376799583435
255,10,1,Mr. Connolly,pity he would have made an excellent child molester ,98.92510175704956
256,10,1,Cartman,maybe maybe hes still okay  no really they say the last thing you do before you die is crap your,0.24599675089120865
257,10,1,Chef,pooot ,0.24825767613947392
258,10,1,Cartman,oh never mind,0.1841425895690918
259,10,1,Stan,come on lets go ,0.09848685003817081
260,10,1,Kyle,were all here today because chef has been such an important part of our lives a lot of us dont agree with the choices chef has made in the past few days  some of us feel hurt and confused that he seemed to turn his back on us  but we cant let the events of the last week take away the memories of how much chef made us smile  im gonna remember chef as the jolly old guy who always broke into song  im gonna remember chef as the guy who gave us advice to live by  so you see we shouldnt be mad at chef for leaving us we should be mad at that little fruity club for scrambling his brains,0.2575868973508477
261,10,1,Randy,yeah,0.30372836627066135
262,10,1,Mr. Mackey,hes right ,0.6093726027756929
263,10,1,Kyle,and in the end i know that somewhere out there theres the good part of chef thats still alive in us all ,0.07694201776757836
264,10,1,Mr. Connolly,is it working is it working,0.09032849920913577
265,10,1,Tech,yes weve got a pulse,0.08113763760775328
266,10,1,Mr. Connolly,get him in the icu suit hurry  we have done it good raise him up  chef can you hear me say something,0.09591855923645198
267,10,1,Darth Chef,hello there children how would you like some salisbury steak,0.26013327296823263
268,10,1,Mr. Connolly,yes go on,0.12003405718132854
269,10,1,Darth Chef,and for desert how would you children like to suck on my chocolate salty balls,97.98148274421692
270,10,1,Mr. Connolly,oh you mean like a chocolate candy,0.13359962031245232
271,10,1,Darth Chef,no i mean my balls,97.82782793045044
272,10,1,Mr. Connolly,yes yes hahahahahahaaa,0.1321132993325591
273,10,2,Gerald,hey there richard,0.18572058761492372
274,10,2,Richard,oh hey gerald new car,0.0967851432505995
275,10,2,Gerald,yeah its a hybrid i just i just couldnt sit back and  be a part of destroying the earth anymore,4.020468145608902
276,10,2,Richard,well good for you,0.3380517242476344
277,10,2,Gerald,oho  thanks ,0.10587201686576009
278,10,2,Stephen,well there goes the new highandmighty gerald broflovski,0.08403402753174305
279,10,2,Mrs. Garrison,yeah ever since he got that new hybrid he thinks hes better than everyone else,0.5679566878825426
280,10,2,Gerald,you know the emissions from a vehicle like yours causes irreparable damage to the ozone i drive a hybrid its much better for the environment  thanks,0.10083080269396305
281,10,2,Kyle,dad can we go home all you ever do since you got this car is drive around and show it off ,0.15361886471509933
282,10,2,Driver,hey is that a hybrid,0.22642367985099554
283,10,2,Gerald,oh yes youve got one too i see,0.15883551677688956
284,10,2,Driver,yeah i like to be a part of the solution and not part of the problem well anyway  good for you,0.08298493339680135
285,10,2,Gerald,thanks,0.1608843100257218
286,10,2,Kyle,dad i think ike is starving to death ,2.439417876303196
287,10,2,Gerald,hold on boys we still have to go to the hardware store and hand out awareness citations to suv cars in the parking lot,0.07978365756571293
288,10,2,Kyle,what,0.8099524304270744
289,10,2,Gerald,okay theres another one  aw man look at that  can you believe this an suv with a v8 engine makes me sick  ticket for driving a gasguzzler,97.40726947784424
290,10,2,Kyle,dad can we go home please,0.09119166061282158
291,10,2,Gerald,look theres a jeep over there go write them a ticket kyle,0.12049415381625295
292,10,2,Kyle,but dad i want,0.29707583598792553
293,10,2,Gerald,now kyle ,0.11819888604804873
294,10,2,Stan,oh hey kyle,0.11250060051679611
295,10,2,Kyle,aw hey dude what are you doing here,0.42798565700650215
296,10,2,Stan,helping my dad pick out some cool new power tools what are you doing,0.08204647456295788
297,10,2,Kyle,helping my dad give people fake tickets ,0.13686212478205562
298,10,2,Randy,whats this ,98.78953695297241
299,10,2,Gerald,oh sorry randy looks like you got a ticket,0.13561228988692164
300,10,2,Randy,a ticket failure to care about the environment oh goddammit did you do this gerald,96.38838768005371
301,10,2,Gerald,yeah im just you know trying to make people more aware ya know its a,0.0912932911887765
302,10,2,Randy,you got some nerve you know that where do you come off ticketing people,0.1655694912187755
303,10,2,Gerald,well randy calm down its not a real ticket,0.11982847936451435
304,10,2,Randy,i know its not a real ticket,0.1044824835844338
305,10,2,Jimbo,broflovski did you put this crap on my windshield ,99.65355396270752
306,10,2,Gerald,jimbo your truck probably gets less than ten miles to the gallon,0.10434748837724328
307,10,2,Jimbo,well thanks officer dickhole,99.73558187484741
308,10,2,Kyle,dad lets just go,0.10665262816473842
309,10,2,Gerald,look im just trying to make the people of south park aware of a very serious problem,0.0881712359841913
310,10,2,Randy,the problem gerald is that ever since you got a hybrid car youve gotten so smug that you love the smell of your own farts,0.8174986578524113
311,10,2,Gerald,oh im sorry i didnt think it was high and mighty to  care about the earth,0.5980108864605427
312,10,2,Randy,and that too stop talking with your eyes closed thats what smug people do,1.7528466880321503
313,10,2,Gerald,well i really dont see how  that has anything to do with the,0.4958964418619871
314,10,2,Randy,there like that stop that,1.7158862203359604
315,10,2,Darryl,who the hell put this faggy fake ticket on my truck,99.68520998954773
316,10,2,Gerald,all right that does it come on kyle i dont want you hanging around with these ignorant idiots ,99.71990585327148
317,10,2,Gerald,yeah yeah i think its best we just do it right away,0.07791763637214899
318,10,2,Kyle,dad  dad ike and i have been talking and well we feel that your new car is changing you,0.08516280213370919
319,10,2,Gerald,yes it certainly is,0.11336867464706302
320,10,2,Kyle,were thinking that a lot of people in town starting too ,0.08665043278597295
321,10,2,Ike,take offense,0.15329652233049273
322,10,2,Kyle,aare starting to take offense at your actions we feel like youre starting to becomehmm ,0.13478094479069114
323,10,2,Ike,alienated,2.4085521697998047
324,10,2,Kyle,starstarting to become alienated from some of your friends,0.09221889777109027
325,10,2,Gerald,well i totally agree kyle,0.16550722066313028
326,10,2,Kyle,you do,0.2126672537997365
327,10,2,Gerald,yes a lot of people in town just arent ready to drive hybrid cars,0.11355122551321983
328,10,2,Kyle,righ  okay good,0.14529540203511715
329,10,2,Gerald,and thats why  ive talked it over with your mother and  weve decided to move,0.08571473299525678
330,10,2,Kyle,what,0.8099524304270744
331,10,2,Gerald,we need to be where everyone is motivated and progressive like us start getting your things packed boys the broflovksi family is moving to san francisco ,0.07961740484461188
332,10,2,Stan,yeah ,0.29846131801605225
333,10,2,Butters, hay stan  you should come on over  theyre havin a goinaway party for kyle,0.08755306480452418
334,10,2,Stan,going away party what do you mean,0.1883042510598898
335,10,2,Butters,well dont you know kyles movin away,0.08446085266768932
336,10,2,Stan,moving away kyle cant move away,0.07920732605271041
337,10,2,Butters,well he is,0.3825081279501319
338,10,2,Stan,wheres the goingaway party,0.12235461035743356
339,10,2,Butters,at cartmans house,0.10646411683410406
340,10,2,Cartman,hey everybody theres more pop in the refrigerator lets make this the best goingaway party ever ,0.09418434929102659
341,10,2,Token,hey eric wheres kyle,0.2326248213648796
342,10,2,Cartman,who ,0.6100585218518972
343,10,2,Clyde,kyle the person leaving,0.12807499151676893
344,10,2,Cartman,kyle why would i invite kyle,0.20322699565440416
345,10,2,Craig,dude a goingaway party is supposed to be for the person who is going away,0.11024305131286383
346,10,2,Stan,kyle kyle,0.16614982159808278
347,10,2,Clyde,kyles not here cartman didnt invite him,0.09044269099831581
348,10,2,Stan,what,0.8099524304270744
349,10,2,Cartman,you guys this is our party that nogood backstabbing jew rat is finally leaving come on everyone lets sing nanana na nanana na hey hey hey goodbye kyle,98.20990562438965
350,10,2,Stan,kyle duwhat is going on,0.12307438300922513
351,10,2,Kyle,my dad says he cant live here anymore,0.3383625764399767
352,10,2,Stan,mr broflovski please kyles my best friend,0.09831443894654512
353,10,2,Gerald,im sorry stan but unfortunately you live in a smallminded town filled with ignorant boobs,99.20069575309753
354,10,2,Stan,well maybe theyll change,0.09412465151399374
355,10,2,Gerald,i wouldnt count on it come on boys get in the car ,0.10044291848316789
356,10,2,Stan,nooo,0.7591160014271736
357,10,2,Gerald,maybe you can make a difference stan  maybe you can get everyone to drive hybrid cars until that day  were just gonna have to be  with our own kind ,0.18424269510433078
358,10,2,Stan,i will i will get everyone to drive hybrid cars i swear it,0.1475524273701012
359,10,2,Gerald,well what do you think h ,0.30022840946912766
360,10,2,Sheila,oh gerald its beautiful,0.08699333411641419
361,10,2,Gerald,yeah now this is a house ,0.11006220011040568
362,10,2,Man,oh hello there you must be the new neighbors,0.09504496119916439
363,10,2,Gerald,yes thats right were the broflovskis,0.3535524941980839
364,10,2,Man,welcome to san francisco im peter thompson this is my wife nancy jarvis and our son brian thompsonjarvis  so how do you like the neighborhood,0.09220263455063105
365,10,2,Sheila,oh its gorgeous these old houses are so neat,0.10739328572526574
366,10,2,Peter,yes well unlike most cities in san francisco we try to  keep all the historic houses instead of knocking them down,0.10087883565574884
367,10,2,Man 2,you in here peter,0.43776496313512325
368,10,2,Peter,oh hay paul come on in and meet the broflovskis,0.09600596968084574
369,10,2,Paul,hello there im paul mcdonahue this is my wife paulie beaontmccallahan and our daughter mindy mcdonahuebeaontmccallahan,0.08587148040533066
370,10,2,Gerald and Sheila,hello,1.2500659562647343
371,10,2,Paul,we noticed your hybrid out front  thats a v series right,0.07644518627785146
372,10,2,Gerald,yeah thats right,0.3703158348798752
373,10,2,Peter,whoa nice car but were gonna have to get you into the bt series  its emissions are actually cleaner,0.09542224579490721
374,10,2,Gerald,wow so everyone here drives a hybrid h,0.12665881076827645
375,10,2,Peter,oh of course were a little more progressive and ahead of the curve here in san francisco  ahhhm  anyway im sure youll find it much better here,0.08871994214132428
376,10,2,Paul,yes youll find that san francisco is pretty much more openminded and grownup than the midwest  ahhh  ahh  ahh  were just a little bit more protective of our environment here in san francisco,0.09607468964532018
377,10,2,Gerald,yeah we sure are,0.20555132068693638
378,10,2,Stan,come on people come on people now ,0.1532900845631957
379,10,2,Cartman,dude what are you doing,97.28102684020996
380,10,2,Stan,im writing a song about the importance of hybrid cars so maybe people will change their ways,0.08452208712697029
381,10,2,Cartman,thats gay heh,99.63212013244629
