,Season,Episode,Character,Line,prob
81,10,1,Det. Jarvis,Uh h.,0.3410659730434418
82,10,1,Stan,"No, he's not.",0.62991539016366
83,10,1,Det. Jarvis,"Yeah, yeah he is so.",0.19511915743350983
84,10,1,Butters,What's a pedophile?,99.70580339431763
85,10,1,Det. Jarvis,"Now, we need some testimony in order to arrest Chef,  so I'm gonna use this doll to ask you kids a few questions. Did Chef ever touch any of you... here? ",0.19783764146268368
86,10,1,Stan,NO!,97.39362001419067
87,10,1,Det. Jarvis,"Okay, did he touch you here? ",0.10513069573789835
88,10,1,The Class,NO!,97.39362001419067
89,10,1,Det. Jarvis,Did he ever do this? How about this? ,0.2720119897276163
90,10,1,Butters,My Uncle Bud did that to me once! ,0.09897523559629917
91,10,1,Det. Jarvis,Did Chef ever try one of these on for size? ,0.08919630199670792
92,10,1,Kyle,"Goddammit, Chef isn't like that! Something funny is going on around here!",93.69637370109558
93,10,1,Det. Jarvis,"Young man, will you PLEASE pay attention! This is very important stuff! Ohhh. Ohhhhhh.",0.11346342507749796
94,10,1,Chef,"Hello there, children!",0.09426873875781894
95,10,1,Kyle,"Chef, the police are asking questions about you!",0.11562668951228261
96,10,1,Chef,"Oh really? Well, let's all go home and make love.",0.10866066440939903
97,10,1,Stan,"No, Chef, we don't wanna make love to you!",0.7421769201755524
98,10,1,Chef,"Kenny, how would you like to sodomize my black ass",99.73559379577637
99,10,1,Kyle,"Chef, CHEF! You need to get out of here before you get arrested, all right?!",0.3043413395062089
100,10,1,Chef,"I specializes in your asshole, Kyle. ",99.73205924034119
101,10,1,Cartman,"...Man, I can't believe all this time, Chef just wanted us for sex.",97.7978527545929
102,10,1,Kyle,"He didn't want us for sex, fatass! Something is making him say those things.",99.30089712142944
103,10,1,Kenny,(Like what?),0.35315107088536024
104,10,1,Kyle,"Something must have happened to Chef while he was gone. Maybe he hit his head or, or got stuck in some quant time vortex.",0.09523410117253661
105,10,1,Stan,Well look: he spent the last three months with that adventurers' club. Maybe they know what happened to him.,0.10681399144232273
106,10,1,Kenny,(Yeah! I think...),0.0867812312208116
107,10,1,Cartman,Yeah!,0.2074390184134245
108,10,1,Kyle,"All right, come on guys!",0.09708395809866488
109,10,1,Cartman,"Hey you guys, you know what they call a Jewish woman's boobs? Jewbs. ",98.83409142494202
110,10,1,Butler,May I help you.,0.12346897274255753
111,10,1,Kyle,"Ahh, hi, can we speak to the head guy or something?",0.0788032659329474
112,10,1,Butler,Right this way. ,0.20858431234955788
113,10,1,Head Adventurer,"Now, the upper rim of Kilimanjaro should be quite a trek, and so we'll need to have a-",0.07964260294102132
114,10,1,Butler,"Excuse me, sir. These boys wanted to speak with you.",0.1456339843571186
115,10,1,Head Adventurer,"Ahh yes, splendid! Good afternoon, lads! I'm Head Adventurer William P. Connolly, Esquire! Welcome, to the Super Adventure Club!",0.08958132239058614
116,10,1,Club Members,Tally ho!,0.22268358152359724
117,10,1,Mr. Connolly,Indeed!,0.2669768873602152
118,10,1,Kyle,"Uh, hi. Our friend joined your club a while back, and now he wants to molest kids. ",96.30041718482971
119,10,1,Mr. Connolly,"What? Well... well yes, of course! That's what the Super Adventure Club does!",0.09506716160103679
120,10,1,Cartman,...H?,0.21105220075696707
121,10,1,Marksman,We travel the world and have sex with children!,99.02524948120117
122,10,1,Marine,"Yes, what else would we do?",0.08594736573286355
123,10,1,Kyle,"Well, we thought you went exploring and like, hunting and stuff!",0.08579582790844142
124,10,1,Mr. Connolly,"Noo, no, that's the Adventure Club. We're the Super Adventure Club!  Next week, we'll be heading to the outer banks of the Amazon, where we will make camp and have sex with children of the Ugani tribe, then it's off to the mighty Himalayas, where we will climb K-2, and molest several Tibetan children on the east smit.",97.48324751853943
125,10,1,Kyle,...Dude!,97.95077443122864
126,10,1,Mr. Connolly,"I know, but it gets even better! From there we will kayak to the fruitful banks of the Mele River in Africa, where the secret and mysterious Hanimi people have children who have never seen a white man's erect penis. Of course, we're always looking for kids to have sex with on the plane rides over to these places, so how would you ALL like to join the Super Adventure Club!",98.27086925506592
127,10,1,Stan,NO!!,97.65534996986389
128,10,1,Mr. Connolly,No? Oh really? Perhaps I should ask you again?  How would you like to join the Super Adventure Club? ,0.07764424663037062
129,10,1,Stan,No! ,1.0288708843290806
130,10,1,Kyle,"Dude, what are you doing?!",2.335004135966301
131,10,1,Mr. Connolly,"Oh well, it doesn't work on everybody.  Well, so long then.",0.13763412134721875
132,10,1,Kyle,Just what the hell is that thing?!,99.00454878807068
133,10,1,Mr. Connolly,What? What thing? I don't see anything.,0.2765577519312501
134,10,1,Kyle,HA! I knew it!,0.42043509893119335
135,10,1,Stan,Knew what?,0.1718665356747806
136,10,1,Kyle,The reason Chef has been saying those terrible things about us is because he's been brainwashed! By this- fruity little club!,97.65095710754395
137,10,1,Cartman,"Oh, son of a bitch!",99.7396469116211
138,10,1,Chef,"Come on, children. Let's all go home and make love.",0.11135331587865949
139,10,1,Stan,"You need to see a psychiatrist, Chef. It's for your own good.",0.41336030699312687
140,10,1,Chef,I just like to make love up your butt.,99.32560920715332
141,10,1,Woman,Oh my God!,0.6023678462952375
142,10,1,Nurse,"Mr. Chef, is it?",0.11614796239882708
143,10,1,Kyle,"All right, come on. ",0.10355286067351699
144,10,1,Dr. Neeland,"Hello, I'm Dr. Neeland. What can I do for you today?",0.08692448027431965
145,10,1,Kyle,"Hi, - our friend has been brainwashed by some fruity little club.",17.9606631398201
146,10,1,Dr. Neeland,Brainwashed.,97.97202944755554
147,10,1,Stan,"Yeah, he joined the Super Adventure Club, and they convinced him having sex with children was okay with a little thing that goes whrrrrrr.",96.92890048027039
148,10,1,Dr. Neeland,I thought that club was for hiking and kayaking.,0.08625625050626695
149,10,1,Stan,"No, that's the Adventure Club. The Super Adventure Club has sex with children.",98.056960105896
150,10,1,Dr. Neeland,"Oh. ...Oh, that's right, yeah.",0.1239096513018012
151,10,1,Chef,"Doctor, do you have- children?",0.1598687027581036
152,10,1,Dr. Neeland,"Why, yes, I have two young boys.",0.14140837593004107
153,10,1,Chef,Have you all been sodomizing your children too?,99.03321862220764
154,10,1,Dr. Neeland,You say he's never been like this before?,0.11564245214685798
155,10,1,Cartman,"No, Chef has always been super-cool.",0.09069532388821244
156,10,1,Chef,I'm gonna make love to the children.,0.4599992651492357
157,10,1,Dr. Neeland,He's pretty brainwashed all right. Worst case I've ever seen.,9.990110248327255
158,10,1,Cartman,So what can we do??,0.0953408656641841
159,10,1,Dr. Neeland,"I'm afraid there's no simple answer. When somebody's brainwashed it can take months, even years, to reverse the process.",1.0267415083944798
160,10,1,Kyle,"But we don't have years! If Chef keeps this up, he's gonna go to jail forever!",2.0046917721629143
161,10,1,Dr. Neeland,"Tell me, what was Chef's favorite thing to do before it was having sex with children?",97.50894904136658
162,10,1,Stan,Having sex with women.,99.37987923622131
163,10,1,Dr. Neeland,Then that's it. We'd better get your friend to the Peppermint Hippo right away.,0.10481725912541151
164,10,1,DJ,"All right guys, be sure to tip the waitresses; this is two for one; put your hands together, this is Monique!",0.12863622978329659
165,10,1,Chef,"Aw, come on, children. Let's go home.",0.12347938027232885
166,10,1,Stan,This isn't working.,0.13994076289236546
167,10,1,Dr. Neeland,"Well let's... give it some more time, kids. ",0.08555491804145277
168,10,1,Stripper,Would you like to daaance???,0.10639936663210392
169,10,1,Kyle,No thanks. We're trying to unbrainwash our friend.,3.07980440557003
170,10,1,Stripper,Daaance??? Anybody wanna daaance???,0.10276370448991656
171,10,1,Cartman,"Come on, bitch! Dance!",99.73715543746948
172,10,1,Blonde,"Up yours, fatty.",96.56489491462708
173,10,1,Cartman,"Bitch, I'll twist your nuts off!",99.73388314247131
174,10,1,DJ,"All right guys, help me feel it out to them; we got a featured dancer coming out next; put your hands together for... Spontaneous Bootay! ",0.08999801357276738
175,10,1,Stan,"Come on guys, we might as well go. ",0.11457997607067227
176,10,1,Chef,God-damn!,99.69049096107483
177,10,1,Stan,"Chef, we're leaving.",0.092674809275195
178,10,1,Dr. Neeland,"Nono, wait. Let him go. ",0.1330532832071185
179,10,1,Spontaneous Bootay,"Come here, chubby. ",0.3451037919148803
180,10,1,Chef,Wait a minute.,0.367524242028594
181,10,1,Stan,He's remembering.,0.11303970823064446
182,10,1,Chef,Children! What have I done?,1.7900621518492699
183,10,1,Cartman,"It's okay Chef. Go on, remember!",0.081189617048949
184,10,1,Chef,I'm goinna- I'm gonna-,0.1774351578205824
185,10,1,Kyle,"Come on, Chef! You can do it!",0.08955251541920006
186,10,1,Chef,"I'm gonna make love to you woman, 'gonna lay you down by the fire!",0.4214292857795954
187,10,1,The Boys,Yay!,0.16309036873281002
188,10,1,Kenny,(Chef!),0.11642132885754108
189,10,1,Chef,"Hey children, everybody! I'm back!  Ow.",0.08723633945919573
190,10,1,Mr. Connolly,"Great shot, William! Hit him with another. ",0.2364123472943902
191,10,1,Chef,Oh! ,0.15797564992681146
192,10,1,The Boys,Chef!,0.17029810696840286
193,10,1,Mr. Connolly,"Tally ho, lads! I must say you're starting to become quite a thorn in my balls.",96.2281346321106
194,10,1,Stan,Where's Chef?! What have you done with him?!,1.7521783709526062
195,10,1,Mr. Connolly,He's safe.  He's fasting in the Deprivation Room and being read the Super Adventure Club manual. We've got to undo the damage you've done.,0.10414950083941221
196,10,1,Cartman,"Look: If you wanna go around the world molesting kids, that's totally fine. But why do you need Chef?!",98.38113188743591
197,10,1,Mr. Connolly,"We don't need him, he needs us! Our club offers hope. Do you think we go around the world molesting children just because it feels really really really really good?! No! Our club has a message! And a secret that explains the mysteries of life!",3.23876291513443
198,10,1,Stan,"Oh Jesus, here we go.",0.2680923091247678
199,10,1,Mr. Connolly,Very well. I'm now going to tell you the secret of the Super Adventure Club.,0.09885893668979406
200,10,1,Stan,We don't wanna hear it.,1.0360321961343288
201,10,1,Mr. Connolly,"You see, the Super Adventure Club was founded by the greatest explorer of all time, William P. Phinehas!  Phinehas climbed the highest peaks, tamed the mightiest rivers,  but every time he got somewhere, he realized that other explorers had beat him to it.  Phinehas was depressed, until he realized that if he couldn't be the first to discover places, he could be the first to have sex with the native children that inhabited those areas!  Phinehas quickly went down in history books as the first man to have sex with the Aborigine children at Uluru, and the first explorer to bugger all the underage mountainfolk of Nepal.  But now the most wonderful part. You see, after having sex with all those children, Phinehas realized that... molesting all those kids... had made him immortal.",96.81680798530579
202,10,1,Stan,Immortal.,0.1343436073511839
203,10,1,Mr. Connolly,"He discovered that children have things called marlocks in their bodies.  And when an adult has sex with a child, the marlocks implode, feeding the adult receptive cavity with energy that causes immortality, so saith the ruler of Bethos.  Phinehas traveled the world, loving many, many children, and he lived for eternity. Until he was hit by a train in 1892. ",0.7596341893076897
204,10,1,Kyle,...Do you realize how retarded that sounds?,97.02882766723633
205,10,1,Mr. Connolly,Is it any more retarded than the idea of God sending his son to die for our sins? Is it any more retarded than Buddha sitting beneath a tree for twenty years?,95.9784746170044
206,10,1,Stan,"Yeah, it's way, way more retarded.",97.50187397003174
207,10,1,Mr. Connolly,"Well, now that you know our club secrets, it appears you ... leave us no choice. I'm afraid we're going to have to... ask you to leave. ",0.2584979869425297
208,10,1,Stan,We're not leaving without Chef.,0.07998160435818136
209,10,1,Mr. Connolly,"If you choose not to leave, then I'm afraid we're just going to have to ... call security and make you leave.  You'll be let out by security and it will be super-embarrassing and everyone here will see!  Okay, you know how like, when you want people to leave but they won't leave, it's really frustrating?",0.9001531638205051
210,10,1,Kyle,We're not going anywhere without Chef.,0.08096679812297225
211,10,1,Mr. Connolly,"Cool people leave before they've overstayed their welcome.  You petulant fools! You just had to push it, didn't you? You don't realize who you're dealing with here. Security!  Take these boys to the door.",98.00218939781189
212,10,1,Guard 1,"All right, come on kids.",0.12571351835504174
213,10,1,Kyle,No! Hey!,0.41016777977347374
214,10,1,Mr. Connolly,Haha! Look they're being led out by security! Haha!,0.10567583376541734
215,10,1,Stan,"No, you don't understand! They've got our friend in the Deprivation Room!",0.16179388621822
216,10,1,Guard 2,This is their house and they don't want you here. ,89.5076036453247
217,10,1,Kyle,"Sorry, dude, but this fruity little club isn't taking our friend!",0.15983233461156487
218,10,1,William,And sex with Eskimo children requires some special skills. ,96.98176980018616
219,10,1,Kyle,"Chef, come on!",0.11381073854863644
220,10,1,Chef,Children!,96.40119075775146
221,10,1,William,Get out of here!,2.2520167753100395
222,10,1,Cartman,Kenny! Spin Blossom Nut Squash!,0.15864402521401644
223,10,1,Kenny,(Yeeeeehah!) ,0.16911629354581237
224,10,1,Stan,"Come on, Chef!",0.08600319270044565
225,10,1,Chef,I can't... break these locks. ,0.34064515493810177
226,10,1,Kyle,Here! ,0.9232514537870884
227,10,1,Cartman,Run Chef!,0.1095985877327621
228,10,1,Mr. Connolly,What the-? Impossible! I made them leave!,0.7524798158556223
229,10,1,Kyle,Get outside! ,0.09086568024940789
230,10,1,Mr. Connolly,Stop them! ,97.38996624946594
231,10,1,Chef,Children! Run! ,0.3670663805678487
232,10,1,Mr. Connolly,Stop! ,0.37241210229694843
233,10,1,Stan,We made it!,0.11544872540980577
234,10,1,Mr. Connolly,Don't you remember why you left South Park in the first place?? ,0.08821497322060168
235,10,1,Stan,"Chef, come on!",0.11381073854863644
236,10,1,Mr. Connolly,You sought adventure! And why do people seek adventure? Because their lives have become dull and empty!,0.08691164548508823
237,10,1,Kyle,"Yeah, he wanted adventure! Not a bunch of ridiculous bullcrap! Right Chef?  Chef?",98.33558797836304
238,10,1,Mr. Connolly,"Don't forget all your training, Chef! Stay with us and your life will be GRAND and ETERNAL!",0.07797256694175303
239,10,1,Stan,"Chef, we love you.",0.09506353526376188
240,10,1,Chef,I'm sorry children. ,0.1041462761349976
241,10,1,Kyle,"No! Chef, they've filled your head with lies! Can't you see that??",0.5657467059791088
242,10,1,Chef,"Get the hell out of here, children!!",98.30511212348938
243,10,1,Mr. Connolly,Yesss. Looks like our fruity little club is safe after all.  NO! ,0.1473749871365726
244,10,1,The Boys,Chef! ,0.16018402529880404
245,10,1,Chef,Ack.  Ow! Oh! Ah! Oh! Dammit!  Ah- Awww! ,98.87498617172241
246,10,1,Stan,NO! ,3.130495175719261
247,10,1,Cartman,A mountain lion! ,2.4872370064258575
248,10,1,Mr. Connolly,We can't lose another member! Shoot it! ,0.09740777313709259
249,10,1,Chef,Ah!,0.19080117344856262
250,10,1,Marksman,"All right, this! ",0.16903943615034223
251,10,1,Kyle,CHEF! ,98.09918999671936
252,10,1,Cartman,A grizzly bear!,1.5302367508411407
253,10,1,Stan,Oh my God... They killed Chef.,0.9253829717636108
254,10,1,Kyle,You bastards. YOU BASTARDS!,99.73526000976562
255,10,1,Mr. Connolly,Pity. He would have made an excellent child molester. ,99.18849468231201
256,10,1,Cartman,"Maybe- maybe he's still okay.  No, really. They say the last thing you do before you die is crap your-",0.4627930000424385
257,10,1,Chef,POOOT! ,96.81903123855591
258,10,1,Cartman,Oh never mind.,0.3098337212577462
259,10,1,Stan,"Come on, let's go. ",0.11208679061383009
260,10,1,Kyle,"We're all here today because Chef has been such an important part of our lives. A lot of us don't agree with the choices Chef has made in the past few days.  Some of us... feel hurt... and confused that he seemed to turn his back on us.  But we can't let the events of the last week take away the memories of how much Chef made us smile.  I'm gonna remember Chef as the jolly old guy who always broke into song.  I'm gonna remember Chef... as the guy who gave us advice to live by.  So you see, we shouldn't be mad at Chef for leaving us. We should be mad at that little fruity club for scrambling his brains.",0.3220797050744295
261,10,1,Randy,Yeah.,0.38129775784909725
262,10,1,Mr. Mackey,He's right. ,0.4452778026461601
263,10,1,Kyle,"And in the end, I know that somewhere out there... there's the good part of Chef... that's still alive in us all. ",0.07793534314259887
264,10,1,Mr. Connolly,Is it working? Is it working?,0.08417443023063242
265,10,1,Tech,Yes. We've got a pulse!,0.08460544049739838
266,10,1,Mr. Connolly,"Get him in the ICU suit! Hurry!  We have done it! Good! Raise him up!  Chef, can you hear me? Say something.",0.08957619429565966
267,10,1,Darth Chef,"Hello there, children. How would you like some Salisbury steak?",0.16456415178254247
268,10,1,Mr. Connolly,"Yes, go on.",0.11459580855444074
269,10,1,Darth Chef,"And for desert, how would you children like to suck on my chocolate salty balls?",90.8088743686676
270,10,1,Mr. Connolly,Oh? You mean like a chocolate candy?,0.1240852172486484
271,10,1,Darth Chef,"No, I mean my balls.",97.37063646316528
272,10,1,Mr. Connolly,"Yes, YES! Hahahahahahaaa!",0.09518706938251853
273,10,2,Gerald,"Hey there, Richard!",0.09049238869920373
274,10,2,Richard,"Oh, hey Gerald. New car?",0.0909971131477505
275,10,2,Gerald,Yeah. It's a hybrid. I just... I just couldn't sit back and-  be a part of destroying the earth anymore.,12.987931072711945
276,10,2,Richard,Well... Good for you.,0.1963799586519599
277,10,2,Gerald,Oho...  Thanks. ,0.09667999111115932
278,10,2,Stephen,"Well, there goes the new high-and-mighty Gerald Broflovski.",0.12171372072771192
279,10,2,Mrs. Garrison,"Yeah, ever since he got that new hybrid he thinks he's better than everyone else.",0.5507808644324541
280,10,2,Gerald,"You know, the emissions from a vehicle like yours causes irreparable damage to the ozone. I drive a hybrid; it's much better for the environment.  Thanks.",0.12180599151179194
281,10,2,Kyle,"Dad, can we go home? All you ever do since you got this car is drive around and show it off! ",0.1179227838292718
282,10,2,Driver,"Hey, is that a hybrid?",0.12725481064990163
283,10,2,Gerald,"Oh yes. You've got one too, I see.",0.1532496651634574
284,10,2,Driver,"Yeah, I like to be a part of the solution and not part of the problem. Well, anyway,  good for you!",0.09854185627773404
285,10,2,Gerald,Thanks.,0.1828884589485824
286,10,2,Kyle,"Dad, I think Ike is starving to death. ",1.018210779875517
287,10,2,Gerald,"Hold on, boys. We still have to go to the hardware store, and hand out awareness citations to SUV cars in the parking lot.",0.0853750272653997
288,10,2,Kyle,What?!,3.437535837292671
289,10,2,Gerald,"Okay, there's another one.  Aw, man! Look at that!  Can you believe this?! An SUV with a V8 engine, makes me sick!  ""Ticket for driving a gas-guzzler""",96.23352289199829
290,10,2,Kyle,"Dad, can we go home, please?",0.0819703214801848
291,10,2,Gerald,"Look, there's a Jeep over there! Go write them a ticket, Kyle!",0.11803731322288513
292,10,2,Kyle,"But Dad, I want-",0.21633715368807316
293,10,2,Gerald,"NOW, KYLE! ",0.11450502788648009
294,10,2,Stan,Oh hey Kyle.,0.10825281497091055
295,10,2,Kyle,"Aw, hey dude. What are you doing here?",0.3494754433631897
296,10,2,Stan,Helping my Dad pick out some cool new power tools. What are you doing?,0.08226923528127372
297,10,2,Kyle,Helping my Dad give people fake tickets. ,0.1268530380912125
298,10,2,Randy,What's this? ,0.5427905824035406
299,10,2,Gerald,Oh! Sorry Randy. Looks like you got a ticket.,0.1360066351480782
300,10,2,Randy,"A ticket? ""Failure to care about the environment"" Oh Goddammit, did you do this, Gerald?!",96.29737734794617
301,10,2,Gerald,"Yeah. I'm just, you know, trying to make people more aware ya' know, it's a-",0.079884979641065
302,10,2,Randy,"You got some nerve, you know that?! Where do you come off ticketing people?!",3.1869303435087204
303,10,2,Gerald,"Well, Randy, calm down. It's not a real ticket.",0.12174091534689069
304,10,2,Randy,I know it's not a real ticket!!,0.09430170757696033
305,10,2,Jimbo,"Broflovski, did you put this crap on my windshield?! ",99.67623949050903
306,10,2,Gerald,"Jimbo, your truck probably gets less than ten miles to the gallon.",0.10001278715208173
307,10,2,Jimbo,"Well thanks, Officer Dickhole!",99.27951693534851
308,10,2,Kyle,"Dad, let's just go!",0.08730132249183953
309,10,2,Gerald,"Look, I'm just trying to make the people of South Park aware of a very serious problem.",0.0858179060742259
310,10,2,Randy,"The problem, Gerald, is that ever since you got a hybrid car, you've gotten so smug that you love the smell of your own farts!",1.45463477820158
311,10,2,Gerald,"Oh! I'm sorry! I didn't think it was ""high and mighty"" to  care about the earth!",0.6742734462022781
312,10,2,Randy,And that too! Stop talking with your eyes closed! That's what smug people do!,92.08799600601196
313,10,2,Gerald,"Well, I really don't see how  that has anything to do with the-",0.37180224899202585
314,10,2,Randy,"There, like that! Stop that!",1.711604744195938
315,10,2,Darryl,Who the hell put this faggy fake ticket on my truck!,99.6935486793518
316,10,2,Gerald,"All right, that does it! Come on, Kyle, I don't want you hanging around with these ignorant idiots! ",99.71954822540283
317,10,2,Gerald,"Yeah. Yeah, I think it's best we just do it right away.",0.07842552149668336
318,10,2,Kyle,"Dad.  Dad, Ike and I have been talking, and well, we feel that your new car is changing you.",0.09158040047623217
319,10,2,Gerald,"Yes, it certainly is.",0.11679043527692556
320,10,2,Kyle,We're thinking that a lot of people in town starting too... ,0.0818998203612864
321,10,2,Ike,Take offense.,0.11720262700691819
322,10,2,Kyle,...a-are starting to take offense at your actions. We feel like you're starting to become-hmm... ,0.09408376063220203
323,10,2,Ike,Alienated.,0.21200771443545818
324,10,2,Kyle,...star-starting to become alienated from some of your friends.,0.09357646922580898
325,10,2,Gerald,"Well, I totally agree, Kyle.",0.10890414705500007
326,10,2,Kyle,You do??,1.282592210918665
327,10,2,Gerald,Yes. A lot of people in town just aren't ready to drive hybrid cars.,0.11191506637260318
328,10,2,Kyle,"Righ!  Okay, good.",0.13029490364715457
329,10,2,Gerald,"And that's why,  I've talked it over with your mother, and  ...we've decided to MOVE!",0.09472201345488429
330,10,2,Kyle,What??,2.6077760383486748
331,10,2,Gerald,"We need to be where everyone is motivated and progressive like us! Start getting your things packed, boys! The Broflovksi family is moving to San Francisco! ",0.07968267309479415
332,10,2,Stan,Yeah? ,0.16459673643112183
333,10,2,Butters,"Uh hay, Stan. Uh you should come on over. Uh they're havin' a goin'-away party for Kyle.",0.08563183364458382
334,10,2,Stan,Going away party? What do you mean?,0.15116422437131405
335,10,2,Butters,Well don't you know? Kyle's movin' away.,0.08906245930120349
336,10,2,Stan,Moving away?? Kyle can't move away!,0.08033557096496224
337,10,2,Butters,Well he is.,0.4130655899643898
338,10,2,Stan,Where's the going-away party?,0.10037863394245505
